age,jobadmin.,jobblue.collar,jobentrepreneur,jobhousemaid,jobmanagement,jobretired,jobself.employed,jobservices,jobstudent,jobtechnician,jobunemployed,jobunknown,maritaldivorced,maritalmarried,maritalsingle,educationprimary,educationsecondary,educationtertiary,educationunknown,defaultno,defaultyes,balance,housingno,housingyes,loanno,loanyes,contactcellular,contacttelephone,contactunknown,campaign,pdays,previous,poutcomefailure,poutcomeother,poutcomesuccess,poutcomeunknown,deposityes
47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,568,0,1,1,0,0,1,0,2,-1,0,0,0,0,1,0
45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,561,0,1,1,0,0,0,1,7,-1,0,0,0,0,1,0
53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2894,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1345,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,171,0,1,1,0,1,0,0,6,-1,0,0,0,0,1,0
45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1097,0,1,0,1,1,0,0,1,208,1,1,0,0,0,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3818,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-637,0,1,0,1,1,0,0,2,-1,0,0,0,0,1,0
27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,65,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,24,0,1,1,0,1,0,0,1,105,2,1,0,0,0,0
45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,907,1,0,1,0,1,0,0,8,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
62,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4692,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,664,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
59,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,307,0,1,0,1,0,0,1,7,-1,0,0,0,0,1,0
27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,3754,1,0,1,0,1,0,0,3,98,1,0,1,0,0,0
32,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3695,0,1,1,0,1,0,0,1,353,3,0,1,0,0,0
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1025,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1904,1,0,0,1,1,0,0,2,-1,0,0,0,0,1,0
37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,347,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,81,1,0,0,1,1,0,0,3,-1,0,0,0,0,1,0
46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,190,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,563,0,1,1,0,1,0,0,2,168,1,1,0,0,0,0
37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,105,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1144,1,0,1,0,1,0,0,13,-1,0,0,0,0,1,0
47,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1134,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
55,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,357,0,1,1,0,1,0,0,1,103,1,1,0,0,0,0
31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,593,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1157,1,0,1,0,1,0,0,1,412,2,1,0,0,0,0
49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,234,1,0,1,0,1,0,0,6,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,322,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
38,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2139,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2251,0,1,1,0,0,0,1,9,-1,0,0,0,0,1,0
53,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7132,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1151,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,5244,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2162,1,0,1,0,0,1,0,1,-1,0,0,0,0,1,0
59,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1365,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2366,0,1,0,1,1,0,0,2,188,4,1,0,0,0,0
57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,873,1,0,1,0,0,0,1,3,-1,0,0,0,0,1,0
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-76,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2990,1,0,1,0,0,1,0,4,-1,0,0,0,0,1,0
53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6388,0,1,1,0,0,1,0,2,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,30,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,860,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,667,0,1,1,0,1,0,0,5,324,27,0,1,0,0,0
38,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,259,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,307,1,0,1,0,1,0,0,1,201,3,0,0,1,0,0
41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-29,1,0,1,0,1,0,0,2,266,2,1,0,0,0,0
26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,47,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2194,0,1,1,0,0,1,0,3,263,9,1,0,0,0,0
50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1717,1,0,1,0,0,1,0,8,-1,0,0,0,0,1,0
25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,493,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2644,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
60,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,4,87,8,1,0,0,0,0
48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,606,0,1,1,0,1,0,0,4,-1,0,0,0,0,1,0
30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-346,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,237,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-125,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1984,0,1,1,0,1,0,0,2,14,1,1,0,0,0,0
34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,121,0,1,1,0,0,1,0,6,-1,0,0,0,0,1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,341,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,3117,1,0,1,0,1,0,0,2,164,1,1,0,0,0,0
45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,242,1,0,0,1,1,0,0,1,198,4,1,0,0,0,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,24,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1178,0,1,0,1,1,0,0,2,183,5,1,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2500,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,968,1,0,0,1,1,0,0,10,-1,0,0,0,0,1,0
27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,93,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
54,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,3,-1,0,0,0,0,1,0
49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
43,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,775,1,0,1,0,1,0,0,1,106,1,1,0,0,0,0
52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,911,1,0,1,0,0,0,1,2,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,-1,0,0,0,0,1,0
56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,551,1,0,1,0,0,0,1,1,-1,0,0,0,0,1,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,199,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,6,-1,0,0,0,0,1,0
28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,203,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,21,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
62,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,3,182,3,1,0,0,0,0
55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,3,187,3,1,0,0,0,0
26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9447,1,0,1,0,1,0,0,1,100,2,0,1,0,0,0
28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,375,0,1,1,0,1,0,0,1,350,1,0,1,0,0,0
41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2399,0,1,1,0,1,0,0,2,351,2,1,0,0,0,0
25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,148,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,147,0,1,1,0,1,0,0,1,337,3,1,0,0,0,0
40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-94,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1218,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1106,1,0,0,1,1,0,0,1,-1,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,105,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,634,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,230,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,313,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,289,0,1,1,0,1,0,0,1,257,2,1,0,0,0,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3676,0,1,0,1,0,0,1,1,-1,0,0,0,0,1,0
32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-184,0,1,1,0,1,0,0,2,197,1,1,0,0,0,0
37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3954,0,1,1,0,1,0,0,1,117,2,1,0,0,0,0
37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2951,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,78,0,1,1,0,1,0,0,1,109,1,0,1,0,0,0
48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1526,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,5,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,67,0,1,0,1,0,0,1,4,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,38,1,0,1,0,0,0,1,4,-1,0,0,0,0,1,0
65,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1948,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5296,1,0,1,0,1,0,0,7,-1,0,0,0,0,1,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,131,0,1,1,0,1,0,0,1,81,1,0,1,0,0,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-257,0,1,1,0,1,0,0,1,368,4,1,0,0,0,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,331,0,1,1,0,0,0,1,3,-1,0,0,0,0,1,0
45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,105,0,1,0,1,0,0,1,1,-1,0,0,0,0,1,0
53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4930,1,0,0,1,1,0,0,2,-1,0,0,0,0,1,0
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,35,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1750,0,1,1,0,1,0,0,1,175,4,0,0,1,0,0
52,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,601,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1076,0,1,1,0,0,0,1,5,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,514,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,28,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,404,0,1,1,0,1,0,0,6,-1,0,0,0,0,1,0
40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99,1,0,1,0,1,0,0,5,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,312,1,0,1,0,1,0,0,1,369,3,1,0,0,0,0
37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,789,0,1,0,1,1,0,0,1,190,2,0,1,0,0,0
29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,7,1,0,1,0,1,0,0,1,179,1,1,0,0,0,0
45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3150,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1541,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1207,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,15,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,0
54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2819,1,0,1,0,1,0,0,3,-1,0,0,0,0,1,0
59,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,88,0,1,1,0,1,0,0,5,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,161,1,0,0,1,1,0,0,2,-1,0,0,0,0,1,0
50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-151,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,55,0,1,0,1,1,0,0,2,-1,0,0,0,0,1,0
37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-666,0,1,1,0,1,0,0,2,-1,0,0,0,0,1,0
45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4629,1,0,1,0,0,1,0,2,-1,0,0,0,0,1,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2176,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,208,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,240,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1743,0,1,1,0,0,0,1,5,-1,0,0,0,0,1,0
57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3196,1,0,1,0,1,0,0,4,-1,0,0,0,0,1,0
54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1411,1,0,1,0,1,0,0,2,-1,0,0,0,0,1,0
64,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,630,1,0,1,0,1,0,0,1,-1,0,0,0,0,1,0
61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,13,-1,0,0,0,0,1,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,561,0,1,1,0,0,0,1,2,-1,0,0,0,0,1,0
40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,40,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,0
